customer_id,campaign_name,currency_code,revenue,channel,event_id,clicked,converted,sent_at,opened_at,this_year,unix_time,company_name,business_details,catch_phrase,fake_sentence,product_id
3ae7f6e6-6d7f-4769-b34b-5aa189dc9dc0,Managed zero tolerance application,BYR,40068.94,SMS,CAMP-5762-Da,False,True,2024-08-03 12:16:24,2024-10-04 12:16:24,2026,107710622.31876856,Szabó Tóth Zrt.,disintermediate cross-media schemas,Ameliorated zero-defect service-desk,Ratione saepe laborum nisi rerum facere magnam officiis.,PROD-6028-Xq
696269ef-8c7c-4d60-b9bb-4d37d431ee16,Enhanced exuding function,BSD,8076.3,SMS,CAMP-6132-RJ,False,False,2025-04-05 03:52:43,2026-02-03 03:52:43,2026,187095542.6534924,Balog Bt.,leverage web-enabled e-tailers,User-centric user-facing projection,Ipsam error iure dolorum rem.,PROD-7147-QL
ba9f1eb3-ed53-44b0-a643-a1f33366aa6f,Polarized cohesive hardware,CAD,39427.14,push,CAMP-3767-Tp,False,True,2024-10-25 05:13:46,2025-01-04 05:13:46,2026,389700346.69180405,Sipos és társa Kkt.,incentivize distributed initiatives,Realigned grid-enabled structure,Nemo voluptatum maxime dolor vel fuga.,PROD-6017-bm
1ac6f736-d452-4e6c-bcd9-b6ee5b138c0b,De-engineered foreground task-force,CVE,48261.5,social,CAMP-6968-ew,False,False,2024-09-30 05:32:23,2025-04-07 05:32:23,2026,659417692.8690236,Kovács és társa Kft.,target cross-media e-business,Synergistic 4thgeneration protocol,Quidem ipsa alias.,PROD-6794-Kc
4eaa1e4c-89f5-4edd-9db2-d71d6c637b76,Reverse-engineered 4thgeneration definition,XAF,25608.36,social,CAMP-5580-NM,False,False,2024-08-18 22:40:25,2025-03-21 22:40:25,2026,1764568014.1703546,Juhász és társa Kkt.,expedite virtual deliverables,Intuitive foreground software,Id provident autem reiciendis.,PROD-9389-BC
a43aa53a-0988-4d59-a6d0-2ddd0efcde21,Compatible secondary emulation,CZK,14197.23,SMS,CAMP-4615-yP,True,False,2024-08-12 11:05:34,2025-07-13 11:05:34,2026,772201889.2987273,Szűcs és társa Zrt.,aggregate cutting-edge models,Front-line holistic service-desk,Praesentium nisi aliquid animi consectetur modi.,PROD-3413-oZ
940241d9-e9f9-41b0-abc8-16d70cc5ff15,Horizontal fault-tolerant info-mediaries,SCR,3801.49,push,CAMP-2268-gD,True,False,2024-08-29 14:57:33,2025-04-10 14:57:33,2026,370502666.622352,Fülöp és László Nyrt.,implement intuitive niches,Ergonomic actuating portal,Tenetur est laudantium est nostrum inventore sed.,PROD-3579-AC
bbd18983-1346-4613-92fb-78a4cb819021,Upgradable bandwidth-monitored projection,NGN,1866.57,SMS,CAMP-9867-aF,False,False,2024-12-03 14:25:16,2025-08-26 14:25:16,2026,1646336164.5182052,Novák Zrt.,mesh vertical solutions,Triple-buffered zero administration secured line,Optio totam perferendis.,PROD-3565-Jj
6128923b-5521-4c67-a1c1-1db4086175bf,Optimized zero administration application,KRW,16994.02,email,CAMP-9785-XE,False,False,2024-06-21 01:05:29,2025-01-04 01:05:29,2026,1361743161.5942535,Veres és társa Nyrt.,reinvent cross-platform ROI,Synchronized intangible encoding,Repellat veniam provident reiciendis consequuntur magni quis.,PROD-6691-fZ
e5a351e8-cf0f-4c71-af27-7c532ec8641b,Public-key high-level budgetary management,FKP,34871.24,push,CAMP-1205-TL,True,True,2024-11-22 23:11:52,2025-03-10 23:11:52,2026,444225643.6803415,Kis Tamás Kht.,optimize back-end functionalities,Switchable composite Graphic Interface,Rem assumenda autem laudantium.,PROD-8925-ZN
6e28dd2e-ac6c-4d81-94f5-4b99dc82f5b4,Seamless upward-trending knowledgebase,PGK,7604.46,email,CAMP-1775-dM,False,False,2024-08-19 08:15:01,2024-11-30 08:15:01,2026,1257198096.1198823,Kiss és Katona Zrt.,grow back-end functionalities,Self-enabling encompassing implementation,Praesentium debitis placeat et enim asperiores.,PROD-8185-fn
c871303c-1f27-40e5-bb0b-83580f603a8f,Optimized global service-desk,KMF,7101.32,SMS,CAMP-4560-Cu,True,False,2025-05-02 02:28:29,2025-12-24 02:28:29,2026,1053286870.2373308,Gáspár és társa Kht.,deliver vertical methodologies,Mandatory client-server approach,Mollitia officia molestiae porro dolor.,PROD-6841-IX
9d204374-9b4e-4346-baee-d587bcfa735b,Right-sized bifurcated help-desk,AZN,58824.07,SMS,CAMP-2181-iU,True,False,2024-08-22 07:54:09,2025-07-20 07:54:09,2026,145436026.51602647,Illés és Orbán Zrt.,synergize global communities,Assimilated asynchronous firmware,Doloribus doloribus eaque animi atque delectus cumque.,PROD-3603-aG
4a3c5473-c0e9-41fa-8fbd-e8fb02d09eab,Optional even-keeled hardware,RON,22189.49,push,CAMP-0155-cj,False,False,2024-12-25 15:48:55,2025-03-23 15:48:55,2026,1240783430.1734338,Bognár és társa Bt.,redefine distributed bandwidth,Polarized 6thgeneration superstructure,Ab in pariatur ipsa voluptas dolores iure.,PROD-2950-EA
625a4d51-04de-4cb1-a828-3d1b620049e3,Cross-platform homogeneous migration,BSD,50334.05,social,CAMP-6602-Vq,False,False,2024-10-05 08:30:19,2025-08-09 08:30:19,2026,1111795028.32373,Orsós és társa Kft.,whiteboard next-generation ROI,Cross-platform modular circuit,Eligendi minima maiores.,PROD-8041-Gy
6ab80959-1d37-4641-9ab6-9142c8c033d0,Configurable intermediate budgetary management,GHS,22138.05,social,CAMP-9883-SZ,True,False,2025-04-10 16:13:22,2026-03-17 16:13:22,2026,377835541.80952066,Nagy Lengyel Kkt.,leverage integrated content,Streamlined full-range utilization,Ducimus inventore error nihil assumenda alias.,PROD-3906-Yq
74ec732c-c799-46c3-9693-55ffb4a251f7,Phased didactic task-force,PGK,34367.96,SMS,CAMP-4809-zl,False,False,2025-01-01 09:03:40,2025-02-28 09:03:40,2026,584124453.9173659,Pataki Kkt.,unleash holistic experiences,Advanced discrete framework,Excepturi optio beatae vero.,PROD-7018-eV
289c00dd-2d43-4240-8840-fbeb1c64582c,Adaptive incremental database,ANG,42262.73,social,CAMP-4795-go,True,True,2025-02-03 03:39:02,2025-10-22 03:39:02,2026,1027258189.9551622,Lakatos és Kovács Bt.,incubate B2B applications,Object-based maximized access,Eius blanditiis ex doloribus nisi odit id.,PROD-2526-Ya
08225e5b-19c3-4a20-acae-38a55159cc4f,Inverse directional architecture,XCD,34752.35,push,CAMP-9695-Iy,False,False,2024-10-03 09:16:02,2025-02-16 09:16:02,2026,1299257320.129783,Tóth Molnár Kkt.,re-contextualize proactive schemas,Triple-buffered multimedia knowledgebase,Recusandae maiores consequuntur sapiente nobis dicta.,PROD-5838-tm
c4946352-001e-46f2-980c-6670ae1a1ffc,Mandatory global functionalities,MAD,10358.28,push,CAMP-3826-qz,True,False,2024-06-28 06:56:39,2024-08-31 06:56:39,2026,1049459638.7008251,Nagy Zrt.,grow web-enabled vortals,Configurable mission-critical function,Ullam fugiat dolor porro exercitationem ad.,PROD-2140-ZW
b663b16b-4b0e-42f7-aacc-aff88503979f,Re-engineered attitude-oriented product,SDG,82315.98,email,CAMP-3854-sW,True,False,2024-07-30 21:16:54,2024-12-25 21:16:54,2026,1581412352.7251928,Tóth Nyrt.,incentivize dynamic infrastructures,Re-engineered full-range hub,Veritatis nesciunt laboriosam neque ut excepturi quis.,PROD-9717-Ff
1a3c1e89-1970-49ca-a7c4-99da05317cad,Persistent 4thgeneration collaboration,XPF,14450.53,social,CAMP-9660-Ws,False,False,2024-11-21 02:47:48,2025-06-03 02:47:48,2026,738380795.0243496,Pintér és társa Kht.,integrate cross-media e-markets,Profit-focused local approach,Esse consectetur tenetur praesentium a at hic.,PROD-8389-un
e20c4842-3cdd-4aa7-8cdd-bf9774ba6f0a,Front-line homogeneous monitoring,CUP,36185.06,email,CAMP-1633-hK,True,True,2024-09-12 00:41:48,2024-11-13 00:41:48,2026,1682620741.6335082,Németh Lakatos Kft.,engineer ubiquitous interfaces,Persevering maximized secured line,Similique ab eius est velit omnis.,PROD-9731-OW
fcfb760b-3820-4439-ad42-b2cc06a6610e,Diverse zero administration time-frame,NAD,33538.36,SMS,CAMP-6945-Xx,False,True,2024-06-04 23:34:43,2025-03-03 23:34:43,2026,1389727823.430693,Katona és társa Kft.,enhance magnetic ROI,Fundamental optimal utilization,Quibusdam quam iste totam voluptates tempore.,PROD-4510-tI
c3059ed9-a4af-4a27-a04e-39267d72b4be,Synergized scalable task-force,ZMW,25944.54,push,CAMP-3677-sC,True,True,2024-12-31 01:46:05,2025-08-06 01:46:05,2026,157150176.7874913,Hajdu és Illés Nyrt.,monetize visionary e-tailers,Customizable needs-based array,Harum sequi sapiente cum amet nisi.,PROD-9594-ZE
5651efde-2bb0-454d-b8ac-7d322fc4e285,Horizontal 24hour monitoring,LSL,46471.42,email,CAMP-6966-Am,False,True,2024-08-02 23:36:20,2024-10-27 23:36:20,2026,370219834.61073774,Hegedűs és társa Kft.,transform scalable info-mediaries,Re-engineered methodical infrastructure,Sunt facere perferendis expedita exercitationem.,PROD-2897-jk
92034db2-c82e-4a1a-8e3c-8f34b3c9bb17,Face-to-face client-driven pricing structure,XOF,75893.18,push,CAMP-0593-kK,False,False,2024-06-22 07:55:11,2025-03-02 07:55:11,2026,1228854978.956928,Kocsis és társa Kht.,envisioneer cross-platform niches,Synergized 4thgeneration task-force,Neque non ducimus placeat minus.,PROD-5606-yU
fa05949e-0641-49f0-897c-d1282fa884c9,Cross-group holistic adapter,VUV,37273.8,SMS,CAMP-2753-lE,False,True,2025-02-12 14:58:11,2025-05-13 14:58:11,2026,1676654223.9601347,Gáspár Soós Kkt.,cultivate transparent partnerships,Extended multi-state capacity,Quos labore numquam similique sunt tempora.,PROD-7957-cW
822bdc0b-cb3f-45d6-bed6-6e7aeced6c19,De-engineered explicit architecture,AUD,21447.53,push,CAMP-3973-Yl,False,False,2024-08-13 14:02:44,2025-05-28 14:02:44,2026,1448236889.8927927,Lakatos Szücs Bt.,orchestrate enterprise e-services,Proactive maximized parallelism,Sunt repellat ullam architecto.,PROD-1073-wh
6bb1c5cb-11cf-498b-8e48-f0a112a95433,Customizable real-time groupware,EGP,19456.36,email,CAMP-0068-Ey,True,False,2025-04-20 19:05:01,2025-07-05 19:05:01,2026,33958547.85074941,Juhász Molnár Kht.,repurpose robust e-markets,Quality-focused solution-oriented concept,Dicta doloremque placeat quod amet.,PROD-2399-oq
60bd1902-6e35-475c-80c1-d1b7a796081a,Fundamental transitional monitoring,COP,57951.38,email,CAMP-7704-Zz,False,False,2025-03-28 21:34:19,2026-01-12 21:34:19,2026,489133042.45607555,Kiss és Boros Kkt.,matrix proactive architectures,Re-contextualized empowering strategy,Perspiciatis a nostrum omnis deleniti.,PROD-7865-Xi
9237459e-b58b-4b8f-849c-aa4480c0dbaa,Multi-lateral impactful structure,SPL,60077.11,push,CAMP-1124-WL,False,True,2024-07-20 12:42:14,2025-07-05 12:42:14,2026,217783799.53239954,Kovács és Balogh Kht.,syndicate scalable paradigms,Multi-tiered empowering extranet,Suscipit nam enim laboriosam veniam doloribus blanditiis.,PROD-9804-kx
11c08bee-6680-4a51-a41b-2f33eeeab74d,Down-sized high-level installation,LTL,26115.64,push,CAMP-3415-PS,True,False,2024-08-17 19:46:29,2024-08-27 19:46:29,2026,1052865546.5491246,Pataki és Jónás Nyrt.,exploit clicks-and-mortar vortals,Fully-configurable leadingedge installation,Voluptas facilis reiciendis laboriosam similique.,PROD-6887-Iz
8ce73f04-e2b7-47e5-aa9e-1084857891b2,Triple-buffered mobile system engine,NIS,15094.2,push,CAMP-5749-rM,True,False,2024-08-22 08:15:11,2025-05-12 08:15:11,2026,705629539.4132589,Szűcs Kft.,enhance end-to-end communities,Decentralized dynamic archive,Alias tempore numquam quaerat eveniet illo impedit.,PROD-3992-IZ
12bed947-02ee-48e1-b697-bd0adcce68fa,Digitized multi-state forecast,ARS,34299.37,social,CAMP-4429-Ot,False,False,2024-08-31 15:28:08,2025-03-11 15:28:08,2026,256302563.9215496,Lakatos és társa Bt.,leverage rich solutions,Total asynchronous extranet,Rem necessitatibus reiciendis cupiditate.,PROD-1796-tt
bbd4a75d-a472-48f3-8805-0d5214d845ee,Synergistic explicit collaboration,CUC,17740.56,push,CAMP-4303-Lt,True,False,2024-12-02 17:19:00,2025-09-12 17:19:00,2026,292392889.1956787,Molnár Kht.,aggregate viral users,Realigned motivating ability,A eveniet praesentium debitis laborum excepturi aspernatur.,PROD-0220-fU
c4946352-001e-46f2-980c-6670ae1a1ffc,Fundamental high-level success,SPL,31550.36,SMS,CAMP-5298-uH,True,False,2025-03-09 06:03:59,2025-07-25 06:03:59,2026,1334681982.4783094,Varga és társa Zrt.,empower innovative interfaces,Grass-roots multi-tasking methodology,Consequuntur sint architecto sit eaque impedit soluta eum.,PROD-0152-zR
d72964a1-59d5-4924-bb06-13f67f70903c,Pre-emptive secondary concept,SYP,12835.37,push,CAMP-0153-tn,True,True,2024-07-19 11:21:25,2025-07-18 11:21:25,2026,1062990816.2344157,Szabó és társa Kht.,transition scalable e-services,Up-sized hybrid approach,Modi quisquam eos molestiae vel deleniti accusamus.,PROD-5872-pS
a70157c8-b35b-454b-9224-c6cb455fe4c5,Robust zero-defect superstructure,COP,18748.11,push,CAMP-7908-oV,True,False,2024-10-20 13:42:08,2025-08-12 13:42:08,2026,1040287920.494807,Kiss Fodor Kft.,brand scalable infrastructures,Fundamental full-range knowledge user,Corrupti consequatur laborum eaque optio exercitationem provident numquam.,PROD-7015-cU
c3059ed9-a4af-4a27-a04e-39267d72b4be,Automated impactful product,CAD,26989.48,social,CAMP-8881-Zd,False,False,2025-02-24 03:10:51,2025-06-13 03:10:51,2026,534431370.67414606,Lakatos Bt.,expedite compelling web services,De-engineered 4thgeneration process improvement,Expedita nemo aliquid sed.,PROD-2852-po
4ea8a359-9572-477e-a4b3-9708178bd45d,Fully-configurable dynamic extranet,GBP,81723.62,SMS,CAMP-7209-rJ,True,True,2024-07-23 04:02:16,2024-11-06 04:02:16,2026,466313797.65444076,Faragó Németh Kft.,e-enable real-time networks,Stand-alone dedicated system engine,Nesciunt magni nihil aut modi vel tenetur.,PROD-5116-nZ
6ab80959-1d37-4641-9ab6-9142c8c033d0,Ergonomic upward-trending architecture,CUP,23764.31,SMS,CAMP-3399-ED,True,False,2025-03-10 17:24:54,2025-08-31 17:24:54,2026,1187313523.8869236,Kovács és társa Nyrt.,leverage vertical bandwidth,Managed logistical framework,Voluptatum vitae totam error.,PROD-7396-ky
ca690f09-d58b-4040-9f37-87f9a9db4edd,Business-focused foreground utilization,ZMW,3845.04,email,CAMP-7173-gI,False,True,2024-07-10 20:32:54,2025-03-17 20:32:54,2026,1619861049.9721606,Varga Kovács Nyrt.,incentivize innovative ROI,Innovative solution-oriented orchestration,Quas doloremque unde ipsa ratione laboriosam sunt.,PROD-4434-mO
0ead7801-e30f-463b-b3d5-15999dd14836,Pre-emptive exuding open system,ALL,37064.71,email,CAMP-7399-WD,True,False,2025-01-23 00:29:28,2025-02-12 00:29:28,2026,157233192.4949337,Illés és Fekete Bt.,mesh rich communities,Robust homogeneous hierarchy,Beatae temporibus quibusdam sed dolore maxime perspiciatis.,PROD-0299-dW
d877c944-a907-4e91-bed9-ba9248e4e75e,Open-source radical flexibility,SGD,16368.57,push,CAMP-8444-Ip,True,False,2024-10-02 07:18:50,2025-10-02 07:18:50,2026,45472755.69274867,Horváth Takács Kft.,visualize distributed channels,Implemented methodical paradigm,Vero occaecati quam necessitatibus ab aperiam.,PROD-5737-Ai
56758a72-c554-47ae-a484-86f3d6abb35c,Realigned motivating function,YER,7543.96,SMS,CAMP-7058-EF,True,True,2025-01-09 14:59:14,2025-11-26 14:59:14,2026,388411844.54767984,Bognár és Molnár Kkt.,revolutionize global channels,Multi-lateral empowering policy,Ullam dolore quos doloremque.,PROD-9140-gR
f8b7fe61-ddfc-4cde-9141-1be64c6184c1,Virtual intermediate service-desk,KRW,20721.99,push,CAMP-5823-Xg,False,True,2024-07-25 03:44:30,2025-01-06 03:44:30,2026,186478344.64586964,Tóth és Szabó Kkt.,embrace ubiquitous ROI,Enterprise-wide hybrid function,Ea vero eveniet nemo.,PROD-0018-ri
3a258017-4b70-48e6-9dd2-8bfd95d4efd6,Integrated motivating function,LAK,37523.55,social,CAMP-9392-uk,True,False,2024-09-24 20:46:03,2025-09-24 20:46:03,2026,1396227770.0798304,Szabó Varga Nyrt.,extend real-time systems,Integrated cohesive complexity,Molestiae doloribus recusandae quis quis nulla placeat.,PROD-7715-pM
152fb10c-d0fe-4bb9-89ed-ce2d5d68bb3a,Down-sized cohesive pricing structure,EGP,50406.02,push,CAMP-9643-qE,True,False,2024-11-30 04:32:24,2025-07-07 04:32:24,2026,1379875986.1895623,Fazekas Kht.,brand granular content,Persistent upward-trending time-frame,Illo ab quaerat corporis natus.,PROD-9006-tD
ae17368e-7b08-42b1-b5ed-d86aeb4bec1a,Integrated full-range superstructure,MGA,23084.85,push,CAMP-9660-Wz,True,False,2024-08-03 17:37:22,2024-12-17 17:37:22,2026,1300417563.1320288,Nagy és társa Kkt.,monetize seamless eyeballs,Organized motivating matrix,Sapiente provident et omnis amet.,PROD-4231-zN
13841152-4681-4aa3-a8b4-19b398fa5da6,Stand-alone client-driven knowledgebase,JOD,10275.05,SMS,CAMP-3445-bu,False,False,2024-05-17 22:25:05,2025-01-26 22:25:05,2026,346159840.9225172,Simon és társa Kkt.,unleash leading-edge e-commerce,Organic high-level workforce,Veniam dolore deserunt veritatis placeat.,PROD-6904-un
d5467c00-46b6-42f5-9bc7-090d2e19f40c,Realigned next generation support,GMD,23576.43,push,CAMP-4113-ku,False,False,2024-07-29 03:43:42,2024-12-14 03:43:42,2026,383065945.8980844,Fazekas Orsós Kht.,deliver collaborative schemas,Team-oriented directional groupware,Dicta repudiandae repudiandae atque dolore accusantium laboriosam.,PROD-4533-dl
7ce1deac-06f5-41c3-b617-798b3c10e964,Up-sized optimizing leverage,BBD,37614.17,push,CAMP-3499-yd,True,True,2025-04-05 17:11:53,2026-01-13 17:11:53,2026,857065320.0238996,Molnár Kovács Kht.,orchestrate distributed info-mediaries,Function-based 3rdgeneration productivity,Molestiae deleniti reprehenderit culpa dolores expedita eveniet.,PROD-1602-pi
adc9060e-f2bd-458d-99df-c4538101bf30,Mandatory even-keeled monitoring,MOP,62274.14,email,CAMP-7215-XU,False,True,2025-02-21 18:55:15,2025-03-19 18:55:15,2026,486525513.64159566,Kovács és Nagy Kkt.,evolve bricks-and-clicks convergence,Inverse national methodology,Rem veritatis eaque.,PROD-0422-PR
08a807ec-ac3f-46f7-8fe8-56d177986a7a,Distributed optimizing framework,UAH,20345.78,push,CAMP-3598-WQ,True,False,2025-02-19 18:20:37,2025-07-27 18:20:37,2026,1467806494.4374185,Virág és Kiss Kft.,evolve granular relationships,Multi-layered background capacity,Doloremque reiciendis alias laborum maxime nesciunt.,PROD-3505-TV
a74c2921-9a77-4814-86e1-75d4e4fc8f9a,Implemented system-worthy adapter,CZK,16468.03,social,CAMP-5732-uD,True,False,2024-11-20 19:03:01,2025-05-25 19:03:01,2026,157552746.4268968,Lukács Horváth Zrt.,re-contextualize innovative e-business,Universal methodical budgetary management,Porro similique et libero commodi ut.,PROD-6328-OP
3eca8e84-dea8-48f9-adfd-e439178d85bc,Managed dedicated service-desk,IRR,26239.23,email,CAMP-2166-zZ,False,True,2024-05-28 05:30:57,2024-09-02 05:30:57,2026,771949630.3244157,Barta Molnár Kft.,e-enable user-centric initiatives,User-friendly incremental challenge,Perferendis sit omnis tempora.,PROD-6352-aX
8d47c151-8b29-4075-aa42-92efba1ebb69,Progressive analyzing migration,MRO,6858.16,email,CAMP-8587-sK,True,False,2024-12-10 21:10:06,2025-01-16 21:10:06,2026,1767317094.3534474,Németh Kft.,harness revolutionary technologies,Distributed analyzing functionalities,Natus harum repellat pariatur in ipsum soluta esse.,PROD-3608-cV
e71a9be9-2e63-4bfe-8f97-b283f9deef01,User-centric asynchronous open system,BYR,64926.2,SMS,CAMP-8197-NP,True,False,2025-04-02 10:54:03,2026-03-16 10:54:03,2026,712023541.3115474,Kovács Kft.,redefine front-end e-markets,Upgradable bandwidth-monitored application,Nobis laborum maiores magnam atque.,PROD-9304-Zz
23ca6faf-4c41-4ba7-acb4-86d26136a9e5,Visionary systemic Internet solution,JOD,32060.44,SMS,CAMP-5129-vD,False,False,2025-04-26 18:47:13,2025-12-24 18:47:13,2026,1263071172.7133548,Kiss Kht.,engage one-to-one e-markets,Profound methodical strategy,Quasi at repellendus explicabo in nisi voluptatibus.,PROD-0965-zW
193b8f6c-09b7-422f-ac2b-1a47b96e87f8,User-centric intermediate adapter,NAD,25071.72,push,CAMP-0035-Bj,True,True,2025-01-02 16:20:20,2025-09-24 16:20:20,2026,44300082.473978326,Kiss Tóth Kft.,implement compelling eyeballs,Universal mobile complexity,Quam voluptatem beatae.,PROD-4723-Dn
bc469d17-6e17-465e-8f41-28629b33572c,Synergistic zero administration Graphic Interface,THB,45751.58,SMS,CAMP-9592-mX,True,True,2025-03-11 10:25:21,2025-09-22 10:25:21,2026,1640588733.5675974,Molnár és Nagy Nyrt.,enhance proactive users,Face-to-face actuating throughput,Nobis veritatis maxime nisi occaecati necessitatibus.,PROD-1454-MJ
